167503725205,TYPE_DECL,,types/issueMetrics.types.ts::program,METHOD,interface IssueMetricsCalculationResult,7,types/issueMetrics.types.ts,types/issueMetrics.types.ts::program:IssueMetricsCalculationResult,<empty>,,false,121,IssueMetricsCalculationResult,,,1
167503725206,TYPE_DECL,,types/issueMetrics.types.ts::program:WeekOverWeekComparison,TYPE_DECL,<init>,7,types/issueMetrics.types.ts,types/issueMetrics.types.ts::program:WeekOverWeekComparison:<init>,<empty>,ANY,false,163,<init>,,,1
167503725207,TYPE_DECL,,types/issueMetrics.types.ts::program,METHOD,interface WeekOverWeekComparison,7,types/issueMetrics.types.ts,types/issueMetrics.types.ts::program:WeekOverWeekComparison,<empty>,,false,163,WeekOverWeekComparison,,,1
167503725208,TYPE_DECL,,types/issueMetrics.types.ts::program:IssueMetricsTrends,TYPE_DECL,<init>,7,types/issueMetrics.types.ts,types/issueMetrics.types.ts::program:IssueMetricsTrends:<init>,<empty>,ANY,false,173,<init>,,,1
167503725209,TYPE_DECL,,types/issueMetrics.types.ts::program,METHOD,interface IssueMetricsTrends,7,types/issueMetrics.types.ts,types/issueMetrics.types.ts::program:IssueMetricsTrends,<empty>,,false,173,IssueMetricsTrends,,,1
167503725210,TYPE_DECL,,types/issueMetrics.types.ts:<global>,NAMESPACE_BLOCK,:program,0,types/issueMetrics.types.ts,types/issueMetrics.types.ts::program,<empty>,ANY,false,1,:program,,,1
167503725211,TYPE_DECL,,types/milestoneMetrics.types.ts::program:MilestoneMetrics,TYPE_DECL,<init>,7,types/milestoneMetrics.types.ts,types/milestoneMetrics.types.ts::program:MilestoneMetrics:<init>,<empty>,ANY,false,4,<init>,,,1
167503725212,TYPE_DECL,,types/milestoneMetrics.types.ts::program,METHOD,interface MilestoneMetrics,7,types/milestoneMetrics.types.ts,types/milestoneMetrics.types.ts::program:MilestoneMetrics,<empty>,,false,4,MilestoneMetrics,,,1
167503725213,TYPE_DECL,,types/milestoneMetrics.types.ts::program:MilestoneWithIssueCount,TYPE_DECL,<init>,7,types/milestoneMetrics.types.ts,types/milestoneMetrics.types.ts::program:MilestoneWithIssueCount:<init>,<empty>,ANY,false,14,<init>,,,1
167503725214,TYPE_DECL,,types/milestoneMetrics.types.ts::program,METHOD,interface MilestoneWithIssueCount,7,types/milestoneMetrics.types.ts,types/milestoneMetrics.types.ts::program:MilestoneWithIssueCount,<empty>,,false,14,MilestoneWithIssueCount,,,1
167503725215,TYPE_DECL,,types/milestoneMetrics.types.ts:<global>,NAMESPACE_BLOCK,:program,0,types/milestoneMetrics.types.ts,types/milestoneMetrics.types.ts::program,<empty>,ANY,false,1,:program,,,1
167503725216,TYPE_DECL,,types/mrMetrics.types.ts::program:MRHealthMetrics,TYPE_DECL,<init>,7,types/mrMetrics.types.ts,types/mrMetrics.types.ts::program:MRHealthMetrics:<init>,<empty>,ANY,false,10,<init>,,,1
167503725217,TYPE_DECL,,types/mrMetrics.types.ts::program,METHOD,interface MRHealthMetrics,7,types/mrMetrics.types.ts,types/mrMetrics.types.ts::program:MRHealthMetrics,<empty>,,false,10,MRHealthMetrics,,,1
167503725218,TYPE_DECL,,types/mrMetrics.types.ts::program:MRMetricsHistory,TYPE_DECL,<init>,7,types/mrMetrics.types.ts,types/mrMetrics.types.ts::program:MRMetricsHistory:<init>,<empty>,ANY,false,74,<init>,,,1
167503725219,TYPE_DECL,,types/mrMetrics.types.ts::program,METHOD,interface MRMetricsHistory,7,types/mrMetrics.types.ts,types/mrMetrics.types.ts::program:MRMetricsHistory,<empty>,,false,74,MRMetricsHistory,,,1
167503725220,TYPE_DECL,,types/mrMetrics.types.ts::program:MRWeekOverWeekComparison,TYPE_DECL,<init>,7,types/mrMetrics.types.ts,types/mrMetrics.types.ts::program:MRWeekOverWeekComparison:<init>,<empty>,ANY,false,97,<init>,,,1
167503725221,TYPE_DECL,,types/mrMetrics.types.ts::program,METHOD,interface MRWeekOverWeekComparison,7,types/mrMetrics.types.ts,types/mrMetrics.types.ts::program:MRWeekOverWeekComparison,<empty>,,false,97,MRWeekOverWeekComparison,,,1
167503725222,TYPE_DECL,,types/mrMetrics.types.ts::program:GitLabMRNote,TYPE_DECL,<init>,7,types/mrMetrics.types.ts,types/mrMetrics.types.ts::program:GitLabMRNote:<init>,<empty>,ANY,false,108,<init>,,,1
167503725223,TYPE_DECL,,types/mrMetrics.types.ts::program,METHOD,interface GitLabMRNote,7,types/mrMetrics.types.ts,types/mrMetrics.types.ts::program:GitLabMRNote,<empty>,,false,108,GitLabMRNote,,,1
167503725224,TYPE_DECL,,types/mrMetrics.types.ts::program:GitLabMRReviewer,TYPE_DECL,<init>,7,types/mrMetrics.types.ts,types/mrMetrics.types.ts::program:GitLabMRReviewer:<init>,<empty>,ANY,false,127,<init>,,,1
167503725225,TYPE_DECL,,types/mrMetrics.types.ts::program,METHOD,interface GitLabMRReviewer,7,types/mrMetrics.types.ts,types/mrMetrics.types.ts::program:GitLabMRReviewer,<empty>,,false,127,GitLabMRReviewer,,,1
167503725226,TYPE_DECL,,types/mrMetrics.types.ts::program:MRFetchData,TYPE_DECL,<init>,7,types/mrMetrics.types.ts,types/mrMetrics.types.ts::program:MRFetchData:<init>,<empty>,ANY,false,138,<init>,,,1
167503725227,TYPE_DECL,,types/mrMetrics.types.ts::program,METHOD,interface MRFetchData,7,types/mrMetrics.types.ts,types/mrMetrics.types.ts::program:MRFetchData,<empty>,,false,138,MRFetchData,,,1
167503725228,TYPE_DECL,,types/mrMetrics.types.ts:<global>,NAMESPACE_BLOCK,:program,0,types/mrMetrics.types.ts,types/mrMetrics.types.ts::program,<empty>,ANY,false,1,:program,,,1
167503725229,TYPE_DECL,,types/project.types.ts::program:Project,TYPE_DECL,<init>,7,types/project.types.ts,types/project.types.ts::program:Project:<init>,<empty>,ANY,false,2,<init>,,,1
167503725230,TYPE_DECL,,types/project.types.ts::program,METHOD,interface Project,7,types/project.types.ts,types/project.types.ts::program:Project,<empty>,,false,2,Project,,,1
167503725231,TYPE_DECL,,types/project.types.ts::program:ProjectNamespace,TYPE_DECL,<init>,7,types/project.types.ts,types/project.types.ts::program:ProjectNamespace:<init>,<empty>,ANY,false,18,<init>,,,1
167503725232,TYPE_DECL,,types/project.types.ts::program,METHOD,interface ProjectNamespace,7,types/project.types.ts,types/project.types.ts::program:ProjectNamespace,<empty>,,false,18,ProjectNamespace,,,1
167503725233,TYPE_DECL,,types/project.types.ts::program:ProjectStatistics,TYPE_DECL,<init>,7,types/project.types.ts,types/project.types.ts::program:ProjectStatistics:<init>,<empty>,ANY,false,26,<init>,,,1
167503725234,TYPE_DECL,,types/project.types.ts::program,METHOD,interface ProjectStatistics,7,types/project.types.ts,types/project.types.ts::program:ProjectStatistics,<empty>,,false,26,ProjectStatistics,,,1
167503725235,TYPE_DECL,,types/project.types.ts::program:ProjectWithStats,TYPE_DECL,<init>,7,types/project.types.ts,types/project.types.ts::program:ProjectWithStats:<init>,<empty>,ANY,false,38,<init>,,,1
167503725236,TYPE_DECL,,types/project.types.ts::program,METHOD,interface ProjectWithStats,7,types/project.types.ts,types/project.types.ts::program:ProjectWithStats,<empty>,types/project.types.ts::program:Project,false,38,ProjectWithStats,,,1
167503725237,TYPE_DECL,,types/project.types.ts:<global>,NAMESPACE_BLOCK,:program,0,types/project.types.ts,types/project.types.ts::program,<empty>,ANY,false,1,:program,,,1
167503725238,TYPE_DECL,,types/sonarQubeMetrics.types.ts::program:SonarQubeMaintainabilityMetrics,TYPE_DECL,<init>,7,types/sonarQubeMetrics.types.ts,types/sonarQubeMetrics.types.ts::program:SonarQubeMaintainabilityMetrics:<init>,<empty>,ANY,false,1,<init>,,,1
167503725239,TYPE_DECL,,types/sonarQubeMetrics.types.ts::program,METHOD,interface SonarQubeMaintainabilityMetrics,7,types/sonarQubeMetrics.types.ts,types/sonarQubeMetrics.types.ts::program:SonarQubeMaintainabilityMetrics,<empty>,,false,1,SonarQubeMaintainabilityMetrics,,,1
167503725240,TYPE_DECL,,types/sonarQubeMetrics.types.ts::program:SonarQubeMaintainabilityHistory,TYPE_DECL,<init>,7,types/sonarQubeMetrics.types.ts,types/sonarQubeMetrics.types.ts::program:SonarQubeMaintainabilityHistory:<init>,<empty>,ANY,false,16,<init>,,,1
167503725241,TYPE_DECL,,types/sonarQubeMetrics.types.ts::program,METHOD,interface SonarQubeMaintainabilityHistory,7,types/sonarQubeMetrics.types.ts,types/sonarQubeMetrics.types.ts::program:SonarQubeMaintainabilityHistory,<empty>,,false,16,SonarQubeMaintainabilityHistory,,,1
167503725242,TYPE_DECL,,types/sonarQubeMetrics.types.ts::program:SonarQubeMaintainabilityCalculationResult,TYPE_DECL,<init>,7,types/sonarQubeMetrics.types.ts,types/sonarQubeMetrics.types.ts::program:SonarQubeMaintainabilityCalculationResult:<init>,<empty>,ANY,false,27,<init>,,,1
167503725243,TYPE_DECL,,types/sonarQubeMetrics.types.ts::program,METHOD,interface SonarQubeMaintainabilityCalculationResult,7,types/sonarQubeMetrics.types.ts,types/sonarQubeMetrics.types.ts::program:SonarQubeMaintainabilityCalculationResult,<empty>,,false,27,SonarQubeMaintainabilityCalculationResult,,,1
167503725244,TYPE_DECL,,types/sonarQubeMetrics.types.ts::program:SonarQubeMeasure,TYPE_DECL,<init>,7,types/sonarQubeMetrics.types.ts,types/sonarQubeMetrics.types.ts::program:SonarQubeMeasure:<init>,<empty>,ANY,false,41,<init>,,,1
167503725245,TYPE_DECL,,types/sonarQubeMetrics.types.ts::program,METHOD,interface SonarQubeMeasure,7,types/sonarQubeMetrics.types.ts,types/sonarQubeMetrics.types.ts::program:SonarQubeMeasure,<empty>,,false,41,SonarQubeMeasure,,,1
167503725246,TYPE_DECL,,types/sonarQubeMetrics.types.ts::program:SonarQubeComponentMeasures,TYPE_DECL,<init>,7,types/sonarQubeMetrics.types.ts,types/sonarQubeMetrics.types.ts::program:SonarQubeComponentMeasures:<init>,<empty>,ANY,false,52,<init>,,,1
167503725247,TYPE_DECL,,types/sonarQubeMetrics.types.ts::program,METHOD,interface SonarQubeComponentMeasures,7,types/sonarQubeMetrics.types.ts,types/sonarQubeMetrics.types.ts::program:SonarQubeComponentMeasures,<empty>,,false,52,SonarQubeComponentMeasures,,,1
167503725248,TYPE_DECL,,types/sonarQubeMetrics.types.ts::program:SonarQubeReliabilityMetrics,TYPE_DECL,<init>,7,types/sonarQubeMetrics.types.ts,types/sonarQubeMetrics.types.ts::program:SonarQubeReliabilityMetrics:<init>,<empty>,ANY,false,62,<init>,,,1
167503725249,TYPE_DECL,,types/sonarQubeMetrics.types.ts::program,METHOD,interface SonarQubeReliabilityMetrics,7,types/sonarQubeMetrics.types.ts,types/sonarQubeMetrics.types.ts::program:SonarQubeReliabilityMetrics,<empty>,,false,62,SonarQubeReliabilityMetrics,,,1
167503725250,TYPE_DECL,,types/sonarQubeMetrics.types.ts::program:SonarQubeReliabilityHistory,TYPE_DECL,<init>,7,types/sonarQubeMetrics.types.ts,types/sonarQubeMetrics.types.ts::program:SonarQubeReliabilityHistory:<init>,<empty>,ANY,false,73,<init>,,,1
167503725251,TYPE_DECL,,types/sonarQubeMetrics.types.ts::program,METHOD,interface SonarQubeReliabilityHistory,7,types/sonarQubeMetrics.types.ts,types/sonarQubeMetrics.types.ts::program:SonarQubeReliabilityHistory,<empty>,,false,73,SonarQubeReliabilityHistory,,,1
167503725252,TYPE_DECL,,types/sonarQubeMetrics.types.ts::program:SonarQubeReliabilityCalculationResult,TYPE_DECL,<init>,7,types/sonarQubeMetrics.types.ts,types/sonarQubeMetrics.types.ts::program:SonarQubeReliabilityCalculationResult:<init>,<empty>,ANY,false,80,<init>,,,1
167503725253,TYPE_DECL,,types/sonarQubeMetrics.types.ts::program,METHOD,interface SonarQubeReliabilityCalculationResult,7,types/sonarQubeMetrics.types.ts,types/sonarQubeMetrics.types.ts::program:SonarQubeReliabilityCalculationResult,<empty>,,false,80,SonarQubeReliabilityCalculationResult,,,1
167503725254,TYPE_DECL,,types/sonarQubeMetrics.types.ts::program:SonarQubeSecurityMetrics,TYPE_DECL,<init>,7,types/sonarQubeMetrics.types.ts,types/sonarQubeMetrics.types.ts::program:SonarQubeSecurityMetrics:<init>,<empty>,ANY,false,90,<init>,,,1
167503725255,TYPE_DECL,,types/sonarQubeMetrics.types.ts::program,METHOD,interface SonarQubeSecurityMetrics,7,types/sonarQubeMetrics.types.ts,types/sonarQubeMetrics.types.ts::program:SonarQubeSecurityMetrics,<empty>,,false,90,SonarQubeSecurityMetrics,,,1
167503725256,TYPE_DECL,,types/sonarQubeMetrics.types.ts::program:SonarQubeSecurityHistory,TYPE_DECL,<init>,7,types/sonarQubeMetrics.types.ts,types/sonarQubeMetrics.types.ts::program:SonarQubeSecurityHistory:<init>,<empty>,ANY,false,102,<init>,,,1
167503725257,TYPE_DECL,,types/sonarQubeMetrics.types.ts::program,METHOD,interface SonarQubeSecurityHistory,7,types/sonarQubeMetrics.types.ts,types/sonarQubeMetrics.types.ts::program:SonarQubeSecurityHistory,<empty>,,false,102,SonarQubeSecurityHistory,,,1
167503725258,TYPE_DECL,,types/sonarQubeMetrics.types.ts::program:SonarQubeSecurityCalculationResult,TYPE_DECL,<init>,7,types/sonarQubeMetrics.types.ts,types/sonarQubeMetrics.types.ts::program:SonarQubeSecurityCalculationResult:<init>,<empty>,ANY,false,110,<init>,,,1
167503725259,TYPE_DECL,,types/sonarQubeMetrics.types.ts::program,METHOD,interface SonarQubeSecurityCalculationResult,7,types/sonarQubeMetrics.types.ts,types/sonarQubeMetrics.types.ts::program:SonarQubeSecurityCalculationResult,<empty>,,false,110,SonarQubeSecurityCalculationResult,,,1
167503725260,TYPE_DECL,,types/sonarQubeMetrics.types.ts:<global>,NAMESPACE_BLOCK,:program,0,types/sonarQubeMetrics.types.ts,types/sonarQubeMetrics.types.ts::program,<empty>,ANY,false,1,:program,,,1
167503725261,TYPE_DECL,utils/healthScoreCalculator.ts::program:calculateIssueHealthScore:<anon-class>0,utils/healthScoreCalculator.ts::program:calculateIssueHealthScore,METHOD,"{
  avg_cycle_time_days: number;
  reopen_rate_percent: number;
  issues_closed_last_7d: number;
  critical_issues_open: number;
}",51,utils/healthScoreCalculator.ts,utils/healthScoreCalculator.ts::program:calculateIssueHealthScore:<anon-class>1,<empty>,,false,7,<anon-class>1,,,-1
167503725262,TYPE_DECL,,utils/healthScoreCalculator.ts::program:calculateIssueHealthScore,METHOD,"{
  avg_cycle_time_days: number;
  reopen_rate_percent: number;
  issues_closed_last_7d: number;
  critical_issues_open: number;
}",51,utils/healthScoreCalculator.ts,utils/healthScoreCalculator.ts::program:calculateIssueHealthScore:<anon-class>0,<empty>,,false,7,<anon-class>0,,,1
167503725263,TYPE_DECL,,utils/healthScoreCalculator.ts::program,METHOD,calculateIssueHealthScore,7,utils/healthScoreCalculator.ts,utils/healthScoreCalculator.ts::program:calculateIssueHealthScore,<empty>,ANY,false,7,calculateIssueHealthScore,,,1
167503725264,TYPE_DECL,utils/healthScoreCalculator.ts::program:calculateMRHealthScore:<anon-class>2,utils/healthScoreCalculator.ts::program:calculateMRHealthScore,METHOD,"{
  avg_merge_time_days: number;
  revert_rate_percent: number;
  mrs_merged_last_7d: number;
  avg_review_comments_per_mr: number;
}",48,utils/healthScoreCalculator.ts,utils/healthScoreCalculator.ts::program:calculateMRHealthScore:<anon-class>3,<empty>,,false,61,<anon-class>3,,,-1
167503725265,TYPE_DECL,,utils/healthScoreCalculator.ts::program:calculateMRHealthScore,METHOD,"{
  avg_merge_time_days: number;
  revert_rate_percent: number;
  mrs_merged_last_7d: number;
  avg_review_comments_per_mr: number;
}",48,utils/healthScoreCalculator.ts,utils/healthScoreCalculator.ts::program:calculateMRHealthScore:<anon-class>2,<empty>,,false,61,<anon-class>2,,,1
167503725266,TYPE_DECL,,utils/healthScoreCalculator.ts::program,METHOD,calculateMRHealthScore,7,utils/healthScoreCalculator.ts,utils/healthScoreCalculator.ts::program:calculateMRHealthScore,<empty>,ANY,false,61,calculateMRHealthScore,,,1
167503725267,TYPE_DECL,utils/healthScoreCalculator.ts::program:calculateCommitHealthScore:<anon-class>4,utils/healthScoreCalculator.ts::program:calculateCommitHealthScore,METHOD,"{
  total_commits_last_7d: number;
  avg_commit_size: number;
  bus_factor: number;
}",52,utils/healthScoreCalculator.ts,utils/healthScoreCalculator.ts::program:calculateCommitHealthScore:<anon-class>5,<empty>,,false,115,<anon-class>5,,,-1
167503725268,TYPE_DECL,,utils/healthScoreCalculator.ts::program:calculateCommitHealthScore,METHOD,"{
  total_commits_last_7d: number;
  avg_commit_size: number;
  bus_factor: number;
}",52,utils/healthScoreCalculator.ts,utils/healthScoreCalculator.ts::program:calculateCommitHealthScore:<anon-class>4,<empty>,,false,115,<anon-class>4,,,1
167503725269,TYPE_DECL,,utils/healthScoreCalculator.ts::program,METHOD,calculateCommitHealthScore,7,utils/healthScoreCalculator.ts,utils/healthScoreCalculator.ts::program:calculateCommitHealthScore,<empty>,ANY,false,115,calculateCommitHealthScore,,,1
167503725270,TYPE_DECL,utils/healthScoreCalculator.ts::program:calculateReliabilityHealthScore:<anon-class>6,utils/healthScoreCalculator.ts::program:calculateReliabilityHealthScore,METHOD,"{
  reliability_rating: string;
  bugs_total: number;
}",57,utils/healthScoreCalculator.ts,utils/healthScoreCalculator.ts::program:calculateReliabilityHealthScore:<anon-class>7,<empty>,,false,160,<anon-class>7,,,-1
167503725271,TYPE_DECL,,utils/healthScoreCalculator.ts::program:calculateReliabilityHealthScore,METHOD,"{
  reliability_rating: string;
  bugs_total: number;
}",57,utils/healthScoreCalculator.ts,utils/healthScoreCalculator.ts::program:calculateReliabilityHealthScore:<anon-class>6,<empty>,,false,160,<anon-class>6,,,1
167503725272,TYPE_DECL,,utils/healthScoreCalculator.ts::program,METHOD,calculateReliabilityHealthScore,7,utils/healthScoreCalculator.ts,utils/healthScoreCalculator.ts::program:calculateReliabilityHealthScore,<empty>,ANY,false,160,calculateReliabilityHealthScore,,,1
167503725273,TYPE_DECL,utils/healthScoreCalculator.ts::program:calculateMaintainabilityHealthScore:<anon-class>8,utils/healthScoreCalculator.ts::program:calculateMaintainabilityHealthScore,METHOD,"{
  maintainability_rating: string;
  technical_debt_ratio: number;
  code_smells_total: number;
  duplicated_code_percentage: number;
}",61,utils/healthScoreCalculator.ts,utils/healthScoreCalculator.ts::program:calculateMaintainabilityHealthScore:<anon-class>9,<empty>,,false,192,<anon-class>9,,,-1
167503725274,TYPE_DECL,,utils/healthScoreCalculator.ts::program:calculateMaintainabilityHealthScore,METHOD,"{
  maintainability_rating: string;
  technical_debt_ratio: number;
  code_smells_total: number;
  duplicated_code_percentage: number;
}",61,utils/healthScoreCalculator.ts,utils/healthScoreCalculator.ts::program:calculateMaintainabilityHealthScore:<anon-class>8,<empty>,,false,192,<anon-class>8,,,1
167503725275,TYPE_DECL,,utils/healthScoreCalculator.ts::program,METHOD,calculateMaintainabilityHealthScore,7,utils/healthScoreCalculator.ts,utils/healthScoreCalculator.ts::program:calculateMaintainabilityHealthScore,<empty>,ANY,false,192,calculateMaintainabilityHealthScore,,,1
167503725276,TYPE_DECL,utils/healthScoreCalculator.ts::program:calculateSecurityHealthScore:<anon-class>10,utils/healthScoreCalculator.ts::program:calculateSecurityHealthScore,METHOD,"{
  security_rating: string;
  vulnerabilities_total: number;
  security_hotspots_total: number;
}",54,utils/healthScoreCalculator.ts,utils/healthScoreCalculator.ts::program:calculateSecurityHealthScore:<anon-class>11,<empty>,,false,246,<anon-class>11,,,-1
167503725277,TYPE_DECL,,utils/healthScoreCalculator.ts::program:calculateSecurityHealthScore,METHOD,"{
  security_rating: string;
  vulnerabilities_total: number;
  security_hotspots_total: number;
}",54,utils/healthScoreCalculator.ts,utils/healthScoreCalculator.ts::program:calculateSecurityHealthScore:<anon-class>10,<empty>,,false,246,<anon-class>10,,,1
167503725278,TYPE_DECL,,utils/healthScoreCalculator.ts::program,METHOD,calculateSecurityHealthScore,7,utils/healthScoreCalculator.ts,utils/healthScoreCalculator.ts::program:calculateSecurityHealthScore,<empty>,ANY,false,246,calculateSecurityHealthScore,,,1
167503725279,TYPE_DECL,,utils/healthScoreCalculator.ts:<global>,NAMESPACE_BLOCK,:program,0,utils/healthScoreCalculator.ts,utils/healthScoreCalculator.ts::program,<empty>,ANY,false,1,:program,,,1
167503725280,TYPE_DECL,,<global>,NAMESPACE_BLOCK,<empty>,,<unknown>,"""\\n    SELECT \\n      p.id as project_id,\\n      p.name as project_name,\\n      p.full_path,\\n      p.last_activity_at,\\n      s.open_issues,\\n      s.open_mrs,\\n      s.open_milestones_count,\\n      s.sonar_security_high,\\n      s.sonar_security_blocker,\\n      s.sonar_reliability_high,\\n      s.sonar_reliability_b...",<empty>,,true,,sonar_reliability_b,,,-1
167503725281,TYPE_DECL,,<global>,NAMESPACE_BLOCK,<empty>,,<unknown>,"""\\n    SELECT \\n      s.uuid,\\n      s.row_id,\\n      s.description,\\n      s.web_url,\\n      s.open_issues,\\n      s.open_mrs,\\n      s.open_milestones_count,\\n      s.sonar_project_key,\\n      s.sonar_security_high,\\n      s.sonar_security_blocker,\\n      s.sonar_reliability_high,\\n      s.sonar_reliability_blocke...",<empty>,,true,,sonar_reliability_blocke,,,-1
167503725282,TYPE_DECL,,<global>,NAMESPACE_BLOCK,<empty>,,<unknown>,AIController,<empty>,,true,,AIController,,,-1
167503725283,TYPE_DECL,,<global>,NAMESPACE_BLOCK,<empty>,,<unknown>,ANY,<empty>,,true,,ANY,,,-1
167503725284,TYPE_DECL,,<global>,NAMESPACE_BLOCK,<empty>,,<unknown>,Application,<empty>,,true,,Application,,,-1
167503725285,TYPE_DECL,,<global>,NAMESPACE_BLOCK,<empty>,,<unknown>,ArrayConstructor,<empty>,,true,,ArrayConstructor,,,-1
167503725286,TYPE_DECL,,<global>,NAMESPACE_BLOCK,<empty>,,<unknown>,AxiosInstance,<empty>,,true,,AxiosInstance,,,-1
167503725287,TYPE_DECL,,<global>,NAMESPACE_BLOCK,<empty>,,<unknown>,AxiosInstance | __ecma.Null,<empty>,,true,,Null,,,-1
167503725288,TYPE_DECL,,<global>,NAMESPACE_BLOCK,<empty>,,<unknown>,"AxiosResponse<any, ANY, __ecma.Object>",<empty>,,true,,Object>,,,-1
167503725289,TYPE_DECL,,<global>,NAMESPACE_BLOCK,<empty>,,<unknown>,AxiosStatic,<empty>,,true,,AxiosStatic,,,-1
167503725290,TYPE_DECL,,<global>,NAMESPACE_BLOCK,<empty>,,<unknown>,BooleanConstructor,<empty>,,true,,BooleanConstructor,,,-1
167503725291,TYPE_DECL,,<global>,NAMESPACE_BLOCK,<empty>,,<unknown>,Buffer<ArrayBuffer>,<empty>,,true,,Buffer<ArrayBuffer>,,,-1
167503725292,TYPE_DECL,,<global>,NAMESPACE_BLOCK,<empty>,,<unknown>,ChangeFailureRate,<empty>,,true,,ChangeFailureRate,,,-1
167503725293,TYPE_DECL,,<global>,NAMESPACE_BLOCK,<empty>,,<unknown>,ChangeFailureRateInput,<empty>,,true,,ChangeFailureRateInput,,,-1
167503725294,TYPE_DECL,,<global>,NAMESPACE_BLOCK,<empty>,,<unknown>,CommitHealthMetrics,<empty>,,true,,CommitHealthMetrics,,,-1
167503725295,TYPE_DECL,,<global>,NAMESPACE_BLOCK,<empty>,,<unknown>,CommitHealthMetrics | __ecma.Null,<empty>,,true,,Null,,,-1
167503725296,TYPE_DECL,,<global>,NAMESPACE_BLOCK,<empty>,,<unknown>,CommitMetricsCalculationResult,<empty>,,true,,CommitMetricsCalculationResult,,,-1
167503725297,TYPE_DECL,,<global>,NAMESPACE_BLOCK,<empty>,,<unknown>,CommitMetricsCalculationService,<empty>,,true,,CommitMetricsCalculationService,,,-1
167503725298,TYPE_DECL,,<global>,NAMESPACE_BLOCK,<empty>,,<unknown>,CommitMetricsDbService,<empty>,,true,,CommitMetricsDbService,,,-1
167503725299,TYPE_DECL,,<global>,NAMESPACE_BLOCK,<empty>,,<unknown>,CommitMetricsSyncService,<empty>,,true,,CommitMetricsSyncService,,,-1
167503725300,TYPE_DECL,,<global>,NAMESPACE_BLOCK,<empty>,,<unknown>,Console,<empty>,,true,,Console,,,-1
167503725301,TYPE_DECL,,<global>,NAMESPACE_BLOCK,<empty>,,<unknown>,ContributorCommitData,<empty>,,true,,ContributorCommitData,,,-1
167503725302,TYPE_DECL,,<global>,NAMESPACE_BLOCK,<empty>,,<unknown>,Date,<empty>,,true,,Date,,,-1
167503725303,TYPE_DECL,,<global>,NAMESPACE_BLOCK,<empty>,,<unknown>,Date | __ecma.Null,<empty>,,true,,Null,,,-1
167503725304,TYPE_DECL,,<global>,NAMESPACE_BLOCK,<empty>,,<unknown>,DateConstructor,<empty>,,true,,DateConstructor,,,-1
167503725305,TYPE_DECL,,<global>,NAMESPACE_BLOCK,<empty>,,<unknown>,DbProject,<empty>,,true,,DbProject,,,-1
167503725306,TYPE_DECL,,<global>,NAMESPACE_BLOCK,<empty>,,<unknown>,DeploymentFrequency,<empty>,,true,,DeploymentFrequency,,,-1
167503725307,TYPE_DECL,,<global>,NAMESPACE_BLOCK,<empty>,,<unknown>,DeploymentFrequencyInput,<empty>,,true,,DeploymentFrequencyInput,,,-1
167503725308,TYPE_DECL,,<global>,NAMESPACE_BLOCK,<empty>,,<unknown>,DoraMetricsSummary,<empty>,,true,,DoraMetricsSummary,,,-1
167503725309,TYPE_DECL,,<global>,NAMESPACE_BLOCK,<empty>,,<unknown>,DoraTrendDataPoint,<empty>,,true,,DoraTrendDataPoint,,,-1
167503725310,TYPE_DECL,,<global>,NAMESPACE_BLOCK,<empty>,,<unknown>,DoraTrendDataPoint | ANY,<empty>,,true,,DoraTrendDataPoint | ANY,,,-1
167503725311,TYPE_DECL,,<global>,NAMESPACE_BLOCK,<empty>,,<unknown>,DoraTrendResponse,<empty>,,true,,DoraTrendResponse,,,-1
167503725312,TYPE_DECL,,<global>,NAMESPACE_BLOCK,<empty>,,<unknown>,EnhancedGenerateContentResponse,<empty>,,true,,EnhancedGenerateContentResponse,,,-1
167503725313,TYPE_DECL,,<global>,NAMESPACE_BLOCK,<empty>,,<unknown>,EnrichedProject,<empty>,,true,,EnrichedProject,,,-1
167503725314,TYPE_DECL,,<global>,NAMESPACE_BLOCK,<empty>,,<unknown>,Error,<empty>,,true,,Error,,,-1
167503725315,TYPE_DECL,,<global>,NAMESPACE_BLOCK,<empty>,,<unknown>,ErrorConstructor,<empty>,,true,,ErrorConstructor,,,-1
167503725316,TYPE_DECL,,<global>,NAMESPACE_BLOCK,<empty>,,<unknown>,GeminiService,<empty>,,true,,GeminiService,,,-1
167503725317,TYPE_DECL,,<global>,NAMESPACE_BLOCK,<empty>,,<unknown>,GenerateContentResult,<empty>,,true,,GenerateContentResult,,,-1
167503725318,TYPE_DECL,,<global>,NAMESPACE_BLOCK,<empty>,,<unknown>,GenerativeModel,<empty>,,true,,GenerativeModel,,,-1
167503725319,TYPE_DECL,,<global>,NAMESPACE_BLOCK,<empty>,,<unknown>,GitLabAuthService,<empty>,,true,,GitLabAuthService,,,-1
167503725320,TYPE_DECL,,<global>,NAMESPACE_BLOCK,<empty>,,<unknown>,GitLabClient,<empty>,,true,,GitLabClient,,,-1
167503725321,TYPE_DECL,,<global>,NAMESPACE_BLOCK,<empty>,,<unknown>,GitLabCommit,<empty>,,true,,GitLabCommit,,,-1
167503725322,TYPE_DECL,,<global>,NAMESPACE_BLOCK,<empty>,,<unknown>,GitLabCommitService,<empty>,,true,,GitLabCommitService,,,-1
167503725323,TYPE_DECL,,<global>,NAMESPACE_BLOCK,<empty>,,<unknown>,GitLabGroup,<empty>,,true,,GitLabGroup,,,-1
