158913790081,TYPE,Promise<IssueMetricsHistory[]>,Promise<IssueMetricsHistory[]>,Promise<IssueMetricsHistory[]>
158913790082,TYPE,Promise<LeadTimeChange>,Promise<LeadTimeChange>,Promise<LeadTimeChange>
158913790083,TYPE,Promise<LeadTimeChange[]>,Promise<LeadTimeChange[]>,Promise<LeadTimeChange[]>
158913790084,TYPE,Promise<MRHealthMetrics | __ecma.Null>,Null>,Promise<MRHealthMetrics | __ecma.Null>
158913790085,TYPE,Promise<MRHealthMetrics>,Promise<MRHealthMetrics>,Promise<MRHealthMetrics>
158913790086,TYPE,Promise<MRHealthMetrics[]>,Promise<MRHealthMetrics[]>,Promise<MRHealthMetrics[]>
158913790087,TYPE,Promise<MRMetricsHistory>,Promise<MRMetricsHistory>,Promise<MRMetricsHistory>
158913790088,TYPE,Promise<MRMetricsHistory[]>,Promise<MRMetricsHistory[]>,Promise<MRMetricsHistory[]>
158913790089,TYPE,Promise<MRWeekOverWeekComparison | __ecma.Null>,Null>,Promise<MRWeekOverWeekComparison | __ecma.Null>
158913790090,TYPE,Promise<MilestoneMetrics | __ecma.Null>,Null>,Promise<MilestoneMetrics | __ecma.Null>
158913790091,TYPE,Promise<MilestoneMetrics>,Promise<MilestoneMetrics>,Promise<MilestoneMetrics>
158913790092,TYPE,"Promise<Response<any, Record<string, ANY>> | ANY>","Promise<Response<any, Record<string, ANY>> | ANY>","Promise<Response<any, Record<string, ANY>> | ANY>"
158913790093,TYPE,Promise<SnapshotData>,Promise<SnapshotData>,Promise<SnapshotData>
158913790094,TYPE,Promise<SonarIssueCounts>,Promise<SonarIssueCounts>,Promise<SonarIssueCounts>
158913790095,TYPE,Promise<SonarQubeComponentMeasures>,Promise<SonarQubeComponentMeasures>,Promise<SonarQubeComponentMeasures>
158913790096,TYPE,Promise<SonarQubeMaintainabilityHistory[]>,Promise<SonarQubeMaintainabilityHistory[]>,Promise<SonarQubeMaintainabilityHistory[]>
158913790097,TYPE,Promise<SonarQubeMaintainabilityMetrics | __ecma.Null>,Null>,Promise<SonarQubeMaintainabilityMetrics | __ecma.Null>
158913790098,TYPE,Promise<SonarQubeMaintainabilityMetrics[]>,Promise<SonarQubeMaintainabilityMetrics[]>,Promise<SonarQubeMaintainabilityMetrics[]>
158913790099,TYPE,Promise<SonarQubeReliabilityHistory[]>,Promise<SonarQubeReliabilityHistory[]>,Promise<SonarQubeReliabilityHistory[]>
158913790100,TYPE,Promise<SonarQubeReliabilityMetrics | __ecma.Null>,Null>,Promise<SonarQubeReliabilityMetrics | __ecma.Null>
158913790101,TYPE,Promise<SonarQubeSecurityHistory[]>,Promise<SonarQubeSecurityHistory[]>,Promise<SonarQubeSecurityHistory[]>
158913790102,TYPE,Promise<SonarQubeSecurityMetrics | __ecma.Null>,Null>,Promise<SonarQubeSecurityMetrics | __ecma.Null>
158913790103,TYPE,Promise<TimeToRestoreService>,Promise<TimeToRestoreService>,Promise<TimeToRestoreService>
158913790104,TYPE,Promise<TimeToRestoreService[]>,Promise<TimeToRestoreService[]>,Promise<TimeToRestoreService[]>
158913790105,TYPE,Promise<WeekOverWeekComparison | __ecma.Null>,Null>,Promise<WeekOverWeekComparison | __ecma.Null>
158913790106,TYPE,Promise<WeeklyDoraSnapshot>,Promise<WeeklyDoraSnapshot>,Promise<WeeklyDoraSnapshot>
158913790107,TYPE,Promise<WeeklyDoraSnapshot[]>,Promise<WeeklyDoraSnapshot[]>,Promise<WeeklyDoraSnapshot[]>
158913790108,TYPE,Promise<any | __ecma.Null>,Null>,Promise<any | __ecma.Null>
158913790109,TYPE,Promise<any>,Promise<any>,Promise<any>
158913790110,TYPE,Promise<any[]>,Promise<any[]>,Promise<any[]>
158913790111,TYPE,Promise<boolean>,Promise<boolean>,Promise<boolean>
158913790112,TYPE,Promise<number>,Promise<number>,Promise<number>
158913790113,TYPE,Promise<number[]>,Promise<number[]>,Promise<number[]>
158913790114,TYPE,Promise<string | __ecma.Null>,Null>,Promise<string | __ecma.Null>
158913790115,TYPE,Promise<string>,Promise<string>,Promise<string>
158913790116,TYPE,Promise<void>,Promise<void>,Promise<void>
158913790117,TYPE,PromiseConstructor,PromiseConstructor,PromiseConstructor
158913790118,TYPE,QueryResult<any>,QueryResult<any>,QueryResult<any>
158913790119,TYPE,RegExp,RegExp,RegExp
158913790120,TYPE,RegExpConstructor,RegExpConstructor,RegExpConstructor
158913790121,TYPE,RegExpMatchArray,RegExpMatchArray,RegExpMatchArray
158913790122,TYPE,RegExpMatchArray | __ecma.Null,Null,RegExpMatchArray | __ecma.Null
158913790123,TYPE,Request,Request,Request
158913790124,TYPE,"Request<ParamsDictionary, ANY, ANY, ParsedQs, Record<string, ANY>>","Request<ParamsDictionary, ANY, ANY, ParsedQs, Record<string, ANY>>","Request<ParamsDictionary, ANY, ANY, ParsedQs, Record<string, ANY>>"
158913790125,TYPE,"Request<__ecma.Object, ANY, ANY, ParsedQs, Record<string, ANY>>","Object, ANY, ANY, ParsedQs, Record<string, ANY>>","Request<__ecma.Object, ANY, ANY, ParsedQs, Record<string, ANY>>"
158913790126,TYPE,Response,Response,Response
158913790127,TYPE,"Response<any, Record<string, ANY>, __ecma.Number>",Number>,"Response<any, Record<string, ANY>, __ecma.Number>"
158913790128,TYPE,"Response<any, Record<string, ANY>>","Response<any, Record<string, ANY>>","Response<any, Record<string, ANY>>"
158913790129,TYPE,Router,Router,Router
158913790130,TYPE,Set<string>,Set<string>,Set<string>
158913790131,TYPE,SetConstructor,SetConstructor,SetConstructor
158913790132,TYPE,SnapshotData,SnapshotData,SnapshotData
158913790133,TYPE,SonarMaintainabilityApiService,SonarMaintainabilityApiService,SonarMaintainabilityApiService
158913790134,TYPE,SonarMaintainabilityCalculationService,SonarMaintainabilityCalculationService,SonarMaintainabilityCalculationService
158913790135,TYPE,SonarMaintainabilityDbService,SonarMaintainabilityDbService,SonarMaintainabilityDbService
158913790136,TYPE,SonarMaintainabilitySyncService,SonarMaintainabilitySyncService,SonarMaintainabilitySyncService
158913790137,TYPE,SonarQubeComponentMeasures,SonarQubeComponentMeasures,SonarQubeComponentMeasures
158913790138,TYPE,SonarQubeMaintainabilityCalculationResult,SonarQubeMaintainabilityCalculationResult,SonarQubeMaintainabilityCalculationResult
158913790139,TYPE,SonarQubeMaintainabilityMetrics,SonarQubeMaintainabilityMetrics,SonarQubeMaintainabilityMetrics
158913790140,TYPE,SonarQubeMaintainabilityMetrics | __ecma.Null,Null,SonarQubeMaintainabilityMetrics | __ecma.Null
158913790141,TYPE,SonarQubeReliabilityCalculationResult,SonarQubeReliabilityCalculationResult,SonarQubeReliabilityCalculationResult
158913790142,TYPE,SonarQubeReliabilityMetrics,SonarQubeReliabilityMetrics,SonarQubeReliabilityMetrics
158913790143,TYPE,SonarQubeReliabilityMetrics | __ecma.Null,Null,SonarQubeReliabilityMetrics | __ecma.Null
158913790144,TYPE,SonarQubeSecurityCalculationResult,SonarQubeSecurityCalculationResult,SonarQubeSecurityCalculationResult
158913790145,TYPE,SonarQubeSecurityMetrics,SonarQubeSecurityMetrics,SonarQubeSecurityMetrics
